DateTime,Wika Palwal - Metal Shed 1 (New)-Inv 1 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 2 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 3 - Daily Energy (kWh),Total (Cumulative for Day),Hourly Total
08-07-25 13:00,216.9,210.42,186.62,613.94,102.61
08-07-25 14:00,277.31,278.34,240.95,796.6,182.66
08-07-25 15:00,342.69,357.22,301.25,1001.16,204.56
08-07-25 16:00,399.33,428.61,354.61,1182.55,181.39
08-07-25 17:00,439.18,483.26,393.53,1315.97,133.42
08-07-25 18:00,460.6,517.42,416.06,1394.08,78.11
08-07-25 19:00,469.46,532.02,425.43,1426.91,32.83
08-07-25 20:00,469.76,532.51,425.76,1428.03,1.12
08-07-25 21:00,469.76,532.51,425.76,1428.03,0
08-07-25 22:00,0,0,0,0,0
08-07-25 23:00,0,0,0,0,0
09-07-25 0:00,0,0,0,0,0
09-07-25 1:00,0,0,0,0,0
09-07-25 2:00,0,0,0,0,0
09-07-25 3:00,0,0,0,0,0
09-07-25 4:00,0,0,0,0,0
09-07-25 5:00,0,0,0,0,0
09-07-25 6:00,0.32,0.4,0.31,1.03,1.03
09-07-25 7:00,8.17,7.79,6.99,22.95,21.92
09-07-25 8:00,37.96,33.23,31.9,103.09,80.14
09-07-25 9:00,80.38,73.25,68.22,221.85,118.76
09-07-25 10:00,140.31,131.2,119.45,390.96,169.11
09-07-25 11:00,203.35,195.15,174.01,572.51,181.55
09-07-25 12:00,256.23,250.39,220.33,726.95,154.44
09-07-25 13:00,263.07,257.24,227.18,747.49,20.54
09-07-25 14:00,308.36,308.35,268,884.71,137.22
09-07-25 15:00,362.57,370.86,317.14,1050.57,165.86
09-07-25 16:00,402.75,418.54,353.8,1175.09,124.52
09-07-25 17:00,427.36,448.35,376.55,1252.26,77.17
09-07-25 18:00,438.46,461.37,386.66,1286.49,34.23
09-07-25 19:00,440.05,463.48,388.19,1291.72,5.23
09-07-25 20:00,440.05,463.48,388.19,1291.72,0
09-07-25 21:00,440.05,463.48,388.19,1291.72,0
09-07-25 22:00,0,0,0,0,0
09-07-25 23:00,0,0,0,0,0
10-07-25 0:00,0,0,0,0,0
10-07-25 1:00,0,0,0,0,0
10-07-25 2:00,0,0,0,0,0
10-07-25 3:00,0,0,0,0,0
10-07-25 4:00,0,0,0,0,0
10-07-25 5:00,0,0,0,0,0
10-07-25 6:00,0.05,0.11,0,0.16,0.16
10-07-25 7:00,5.17,5.36,0,10.53,10.37
10-07-25 8:00,5.17,5.36,0,10.53,0
10-07-25 9:00,5.17,5.36,0,10.53,0
10-07-25 10:00,5.17,5.36,0,10.53,0
10-07-25 11:00,5.17,5.36,0,10.53,0
10-07-25 12:00,5.17,5.36,0,10.53,0
10-07-25 13:00,5.17,5.36,0,10.53,0
10-07-25 14:00,5.17,5.36,0,10.53,0
10-07-25 15:00,5.17,5.36,0,10.53,0
10-07-25 16:00,5.17,5.36,0,10.53,0
10-07-25 17:00,5.17,5.36,0,10.53,0
10-07-25 18:00,5.17,5.36,0,10.53,0
10-07-25 19:00,5.17,5.36,0,10.53,0
10-07-25 20:00,5.17,5.36,0,10.53,0
10-07-25 22:00,0,0,0,0,0
10-07-25 23:00,0,0,0,0,0
11-07-25 0:00,0,0,0,0,0
11-07-25 1:00,0,0,0,0,0
11-07-25 2:00,0,0,0,0,0
11-07-25 3:00,0,0,0,0,0
11-07-25 4:00,0,0,0,0,0
11-07-25 5:00,0,0,0,0,0
11-07-25 6:00,0.25,0.34,0.25,0.84,0.84
11-07-25 7:00,4.12,4.94,4.1,13.16,12.32
11-07-25 8:00,23.88,23.05,20.72,67.65,54.49
11-07-25 9:00,55.68,51.31,47.1,154.09,86.44
11-07-25 10:00,116.05,108.95,98.43,323.43,169.34
11-07-25 11:00,149.93,144.45,128,422.38,98.95
11-07-25 12:00,198.15,193.84,169.87,561.86,139.48
11-07-25 13:00,205.05,201.16,175.93,582.14,20.28
11-07-25 14:00,215.55,212.94,185.39,613.88,31.74
11-07-25 15:00,258.43,262.02,224.01,744.46,130.58
11-07-25 16:00,300.31,312.16,262.57,875.04,130.58
11-07-25 17:00,304.02,316.2,266.07,886.29,11.25
11-07-25 18:00,306.6,318.77,268.65,894.02,7.73
11-07-25 19:00,306.99,319.15,269.04,895.18,1.16
11-07-25 20:00,306.99,319.15,269.04,895.18,0
12-07-25 6:00,0,0,0,0,0
12-07-25 7:00,0,0,0,0,0
12-07-25 8:00,12.3,10.78,10.09,33.17,33.17
12-07-25 9:00,19.53,17.16,16.31,53,19.83
12-07-25 10:00,27.13,24.79,23.39,75.31,22.31
12-07-25 11:00,72.05,69.84,62.15,204.04,128.73
12-07-25 12:00,136.09,135.85,117.88,389.82,185.78
12-07-25 13:00,149,149.62,129.32,427.94,38.12
12-07-25 14:00,206.79,213.57,180.82,601.18,173.24
12-07-25 15:00,239.87,251.02,210.54,701.43,100.25
12-07-25 16:00,265.45,280.26,233.58,779.29,77.86
12-07-25 17:00,275.33,291.57,242.8,809.7,30.41
12-07-25 18:00,282.89,300.04,249.67,832.6,22.9
12-07-25 19:00,287.39,305.3,253.77,846.46,13.86
12-07-25 20:00,287.58,305.61,253.96,847.15,0.69
12-07-25 21:00,287.58,305.61,253.96,847.15,0
12-07-25 22:00,0,0,0,0,0
12-07-25 23:00,0,0,0,0,0
13-07-25 0:00,0,0,0,0,0
13-07-25 1:00,0,0,0,0,0
13-07-25 2:00,0,0,0,0,0
13-07-25 3:00,0,0,0,0,0
13-07-25 4:00,0,0,0,0,0
13-07-25 5:00,0,0,0,0,0
13-07-25 6:00,0.07,0.12,0.07,0.26,0.26
13-07-25 7:00,6.09,6.24,5.36,17.69,17.43
13-07-25 8:00,21.48,21.63,18.72,61.83,44.14
13-07-25 9:00,36.93,37.32,32.12,106.37,44.54
13-07-25 10:00,62.95,63.68,54.66,181.29,74.92
13-07-25 11:00,104.59,105.94,90.63,301.16,119.87
13-07-25 12:00,174.21,177.68,151.46,503.35,202.19
13-07-25 13:00,217.51,223.59,189.5,630.6,127.25
13-07-25 14:00,267.82,279.22,234.42,781.46,150.86
13-07-25 15:00,281.8,293.83,246.61,822.24,40.78
13-07-25 16:00,281.8,293.83,246.61,822.24,0
13-07-25 17:00,290.27,305.54,254.98,850.79,28.55
13-07-25 18:00,304.38,326.1,269.16,899.64,48.85
13-07-25 19:00,304.38,326.1,269.16,899.64,0
13-07-25 20:00,304.38,326.1,269.16,899.64,0
13-07-25 22:00,0,0,0,0,0
13-07-25 23:00,0,0,0,0,0
14-07-25 0:00,0,0,0,0,0
14-07-25 2:00,0,0,0,0,0
14-07-25 3:00,0,0,0,0,0
14-07-25 4:00,0,0,0,0,0
14-07-25 5:00,0,0,0,0,0
14-07-25 6:00,0.23,0.34,0,0.57,0.57
14-07-25 7:00,6.43,6.2,0,12.63,12.06
14-07-25 8:00,16.54,15.99,0,32.53,19.9
14-07-25 9:00,27.91,27.42,0,55.33,22.8
14-07-25 10:00,75.37,74.26,13.4,163.03,107.7
14-07-25 11:00,105.99,106.56,40.26,252.81,89.78
14-07-25 12:00,139.12,141.88,69.53,350.53,97.72
14-07-25 13:00,182.78,188.62,108.01,479.41,128.88
14-07-25 14:00,226.55,236.67,147,610.22,130.81
14-07-25 15:00,265.38,280.87,181.92,728.17,117.95
14-07-25 16:00,292.88,314.4,205.27,812.55,84.38
14-07-25 17:00,301.02,324.38,212.82,838.22,25.67
14-07-25 18:00,303.51,327.23,215.08,845.82,7.6
14-07-25 19:00,303.82,327.76,215.32,846.9,1.08
14-07-25 20:00,303.82,327.78,215.32,846.92,0.02
14-07-25 21:00,303.82,327.78,215.32,846.92,0
14-07-25 22:00,0,0,0,0,0
14-07-25 23:00,0,0,0,0,0
15-07-25 0:00,0,0,0,0,0
15-07-25 0:00,0,0,0,0,0
15-07-25 1:00,0,0,0,0,0
15-07-25 2:00,0,0,0,0,0
15-07-25 3:00,0,0,0,0,0
15-07-25 4:00,0,0,0,0,0
15-07-25 5:00,0,0,0,0,0
15-07-25 6:00,0.28,0.34,0.17,0.79,0.79
15-07-25 7:00,4.74,5.03,4.1,13.87,13.08
15-07-25 8:00,20.46,19.78,17.44,57.68,43.81
15-07-25 9:00,56.86,52.04,47.8,156.7,99.02
15-07-25 10:00,103.94,97.07,87.96,288.97,132.27
15-07-25 11:00,178.44,167.32,150.89,496.65,207.68
15-07-25 12:00,263.58,251.9,224.22,739.7,243.05
15-07-25 13:00,311.06,300.84,265.39,877.29,137.59
15-07-25 14:00,320.48,310.93,273.78,905.19,27.9
15-07-25 15:00,330.75,322.25,282.83,935.83,30.64
15-07-25 16:00,334.99,326.49,287.04,948.52,12.69
15-07-25 17:00,350.35,346.19,299.7,996.24,47.72
15-07-25 18:00,367.65,367.98,315.93,1051.56,55.32
15-07-25 19:00,377.71,384.18,326.54,1088.43,36.87
15-07-25 20:00,378.09,384.73,326.92,1089.74,1.31
15-07-25 21:00,378.09,384.73,326.92,1089.74,0
15-07-25 22:00,0,0,0,0,0
15-07-25 23:00,0,0,0,0,0
16-07-25 0:00,0,0,0,0,0
16-07-25 1:00,0,0,0,0,0
16-07-25 2:00,0,0,0,0,0
16-07-25 3:00,0,0,0,0,0
16-07-25 4:00,0,0,0,0,0
16-07-25 5:00,0,0,0,0,0
16-07-25 6:00,0.31,0.37,0.28,0.96,0.96
16-07-25 7:00,7.11,6.61,5.85,19.57,18.61
16-07-25 8:00,33.96,29.94,28.14,92.04,72.47
16-07-25 9:00,72.72,65.23,60.9,198.85,106.81
16-07-25 10:00,103,96,87.12,286.12,87.27
16-07-25 11:00,134.57,128.44,114.54,377.55,91.43
16-07-25 12:00,193.81,189.29,166.06,549.16,171.61
16-07-25 13:00,263.67,263.08,227.16,753.91,204.75
16-07-25 14:00,294.95,298.54,255.27,848.76,94.85
16-07-25 15:00,331.27,340.93,288.3,960.5,111.74
16-07-25 16:00,364.3,380.91,318.71,1063.92,103.42
16-07-25 17:00,369.32,386.56,323.23,1079.11,15.19
16-07-25 18:00,378.37,403.69,333.64,1115.7,36.59
16-07-25 19:00,381.17,407.84,336.45,1125.46,9.76
16-07-25 20:00,381.24,408.01,336.52,1125.77,0.31
16-07-25 21:00,381.24,408.01,336.52,1125.77,0
16-07-25 22:00,0,0,0,0,0
16-07-25 23:00,0,0,0,0,0
17-07-25 0:00,0,0,0,0,0
17-07-25 1:00,0,0,0,0,0
17-07-25 2:00,0,0,0,0,0
17-07-25 3:00,0,0,0,0,0
17-07-25 4:00,0,0,0,0,0
17-07-25 5:00,0,0,0,0,0
17-07-25 6:00,0.03,0.1,0.05,0.18,0.18
17-07-25 7:00,3.86,4.46,3.59,11.91,11.73
17-07-25 8:00,11.94,13.21,10.79,35.94,24.03
17-07-25 9:00,35.92,37.05,31.47,104.44,68.5
17-07-25 10:00,54,56.33,47.41,157.74,53.3
17-07-25 11:00,86.04,90.17,75.52,251.73,93.99
17-07-25 12:00,133.03,139.69,116.72,389.44,137.71
17-07-25 13:00,167.9,176.96,147.45,492.31,102.87
17-07-25 14:00,209.41,221.64,184.07,615.12,122.81
17-07-25 15:00,220.71,233.37,195.2,649.28,34.16
17-07-25 16:00,238.82,255.15,212.16,706.13,56.85
17-07-25 17:00,257.64,281.34,230.67,769.65,63.52
17-07-25 18:00,273.61,301.78,245.76,821.15,51.5
17-07-25 19:00,276.67,305.34,248.57,830.58,9.43
17-07-25 20:00,276.87,305.61,248.76,831.24,0.66
17-07-25 21:00,276.87,305.61,248.76,831.24,0
17-07-25 22:00,0,0,0,0,0
17-07-25 23:00,0,0,0,0,0
18-07-25 0:00,0,0,0,0,0
18-07-25 1:00,0,0,0,0,0
18-07-25 2:00,0,0,0,0,0
18-07-25 3:00,0,0,0,0,0
18-07-25 4:00,0,0,0,0,0
18-07-25 5:00,0,0,0,0,0
18-07-25 6:00,0.19,0.3,0.2,0.69,0.69
18-07-25 7:00,9.24,6.17,6.17,21.58,20.89
18-07-25 8:00,29.45,21.38,22.25,73.08,51.5
18-07-25 9:00,78.06,62.32,62.88,203.26,130.18
18-07-25 10:00,114.12,95.32,93.62,303.06,99.8
18-07-25 11:00,173.87,154.55,145.25,473.67,170.61
18-07-25 12:00,208.83,191.67,176.04,576.54,102.87
18-07-25 13:00,239.78,225.25,203.57,668.6,92.06
18-07-25 14:00,256.78,243.36,218.87,719.01,50.41
18-07-25 15:00,279.18,268.14,239.22,786.54,67.53
18-07-25 16:00,304.81,299.64,263.05,867.5,80.96
18-07-25 17:00,319.14,316.04,276.7,911.88,44.38
18-07-25 18:00,333.17,337.94,291.41,962.52,50.64
18-07-25 19:00,338.65,347.58,297.51,983.74,21.22
18-07-25 20:00,338.73,347.74,297.61,984.08,0.34
18-07-25 21:00,338.73,347.74,297.61,984.08,0
18-07-25 22:00,0,0,0,0,0
18-07-25 23:00,0,0,0,0,0
19-07-25 0:00,0,0,0,0,0
19-07-25 1:00,0,0,0,0,0
19-07-25 2:00,0,0,0,0,0
19-07-25 3:00,0,0,0,0,0
19-07-25 4:00,0,0,0,0,0
19-07-25 5:00,0,0,0,0,0
19-07-25 6:00,0.34,0.36,0.31,1.01,1.01
19-07-25 7:00,1.75,1.25,1.32,4.32,3.31
19-07-25 8:00,1.75,1.25,1.32,4.32,0
19-07-25 9:00,15.62,12.85,12.65,41.12,36.8
19-07-25 10:00,76.66,67.59,63.63,207.88,166.76
19-07-25 11:00,122.56,111.58,102.69,336.83,128.95
19-07-25 12:00,132.27,121.07,111.48,364.82,27.99
19-07-25 13:00,200.91,191.8,171.25,563.96,199.14
19-07-25 14:00,264.81,261.75,227.87,754.43,190.47
19-07-25 15:00,274.54,272.22,237.36,784.12,29.69
19-07-25 16:00,328.59,339.87,287.72,956.18,172.06
19-07-25 17:00,365.58,396.34,325.51,1087.43,131.25
19-07-25 18:00,380.72,427.8,343.86,1152.38,64.95
19-07-25 19:00,383.52,434.86,347.71,1166.09,13.71
19-07-25 20:00,383.63,435.18,347.88,1166.69,0.6
19-07-25 21:00,383.63,435.18,347.88,1166.69,0
19-07-25 22:00,0,0,0,0,0
19-07-25 23:00,0,0,0,0,0
20-07-25 0:00,0,0,0,0,0
20-07-25 1:00,0,0,0,0,0
20-07-25 2:00,0,0,0,0,0
20-07-25 3:00,0,0,0,0,0
20-07-25 4:00,0,0,0,0,0
20-07-25 5:00,0,0,0,0,0
20-07-25 6:00,0.27,0.33,0.24,0.84,0.84
20-07-25 7:00,2.7,3.04,2.59,8.33,7.49
20-07-25 8:00,2.7,3.04,2.59,8.33,0
20-07-25 9:00,2.7,3.04,2.59,8.33,0
20-07-25 10:00,35.66,34.47,30.6,100.73,92.4
20-07-25 11:00,101.55,99.55,87.13,288.23,187.5
20-07-25 12:00,118.56,116.53,101.8,336.89,48.66
20-07-25 13:00,118.56,116.53,101.8,336.89,0
20-07-25 14:00,118.56,116.53,101.8,336.89,0
20-07-25 15:00,159.51,164,138.98,462.49,125.6
20-07-25 16:00,179.32,188.53,157.45,525.3,62.81
20-07-25 17:00,210.71,228.37,186.94,626.02,100.72
20-07-25 18:00,225.32,246.86,200.7,672.88,46.86
20-07-25 19:00,228.45,250.71,203.63,682.79,9.91
20-07-25 20:00,228.53,250.86,203.72,683.11,0.32
20-07-25 21:00,228.53,250.86,203.72,683.11,0
20-07-25 22:00,0,0,0,0,0
20-07-25 23:00,0,0,0,0,0
21-07-25 0:00,0,0,0,0,0
21-07-25 1:00,0,0,0,0,0
21-07-25 2:00,0,0,0,0,0
21-07-25 3:00,0,0,0,0,0
21-07-25 4:00,0,0,0,0,0
21-07-25 5:00,0,0,0,0,0
21-07-25 6:00,0.01,0.05,0.02,0.08,0.08
21-07-25 7:00,2,2.42,1.83,6.25,6.17
21-07-25 8:00,8.17,9.36,7.38,24.91,18.66
21-07-25 9:00,20.72,23.35,18.64,62.71,37.8
21-07-25 10:00,41.54,45.52,37,124.06,61.35
21-07-25 11:00,71.58,77.35,63.31,212.24,88.18
21-07-25 12:00,105.61,114.46,93.5,313.57,101.33
21-07-25 13:00,120.95,131.38,107.16,359.49,45.92
21-07-25 14:00,137.73,149.4,122.12,409.25,49.76
21-07-25 15:00,181.58,198,161.31,540.89,131.64
21-07-25 16:00,211.58,233.14,188.63,633.35,92.46
21-07-25 17:00,238.47,268.79,214.64,721.9,88.55
21-07-25 18:00,248.98,283.41,224.94,757.33,35.43
21-07-25 19:00,252.81,288.29,228.55,769.65,12.32
21-07-25 20:00,252.87,288.43,228.62,769.92,0.27
21-07-25 21:00,252.87,288.43,228.62,769.92,0
21-07-25 22:00,0,0,0,0,0
21-07-25 23:00,0,0,0,0,0
22-07-25 0:00,0,0,0,0,0
22-07-25 1:00,0,0,0,0,0
22-07-25 2:00,0,0,0,0,0
22-07-25 3:00,0,0,0,0,0
22-07-25 4:00,0,0,0,0,0
22-07-25 5:00,0,0,0,0,0
22-07-25 6:00,0.05,0.14,0.07,0.26,0.26
22-07-25 7:00,5.9,6,5.18,17.08,16.82
22-07-25 8:00,30.08,24.54,24.93,79.55,62.47
22-07-25 9:00,76.23,63.36,63.35,202.94,123.39
22-07-25 10:00,127.81,111.01,106.78,345.6,142.66
22-07-25 11:00,142.47,124.77,119.51,386.75,41.15
22-07-25 12:00,181.12,164.89,152.17,498.18,111.43
22-07-25 13:00,202.71,189.31,171.62,563.64,65.46
22-07-25 14:00,219.54,208.38,186.81,614.73,51.09
22-07-25 15:00,246.69,240,211.46,698.15,83.42
22-07-25 16:00,260.49,255.46,223.91,739.86,41.71
22-07-25 17:00,276.57,272.81,238.12,787.5,47.64
22-07-25 18:00,287.61,292.11,250.29,830.01,42.51
22-07-25 19:00,291.88,298.97,254.78,845.63,15.62
22-07-25 20:00,291.94,299.12,254.86,845.92,0.29
22-07-25 21:00,291.94,299.12,254.86,845.92,0
22-07-25 22:00,0,0,0,0,0
22-07-25 23:00,0,0,0,0,0
23-07-25 0:00,0,0,0,0,0
23-07-25 1:00,0,0,0,0,0
23-07-25 2:00,0,0,0,0,0
23-07-25 3:00,0,0,0,0,0
23-07-25 4:00,0,0,0,0,0
23-07-25 5:00,0,0,0,0,0
23-07-25 6:00,0,0.03,0.01,0.04,0.04
23-07-25 7:00,0.19,0.4,0.21,0.8,0.76
23-07-25 8:00,0.47,0.89,0.51,1.87,1.07
23-07-25 9:00,1.97,2.7,1.89,6.56,4.69
23-07-25 10:00,3.48,4.48,3.27,11.23,4.67
23-07-25 11:00,7.36,8.84,6.74,22.94,11.71
23-07-25 12:00,10.9,12.57,7.63,31.1,8.16
23-07-25 13:00,24.82,27.27,7.63,59.72,28.62
23-07-25 14:00,47.5,51.68,7.63,106.81,47.09
23-07-25 15:00,85.81,93.82,7.63,187.26,80.45
23-07-25 16:00,121.98,135.88,7.63,265.49,78.23
23-07-25 17:00,140.33,157.22,16.96,314.51,49.02
23-07-25 18:00,154.89,176.27,30.84,362,47.49
23-07-25 19:00,154.89,176.27,30.84,362,0
23-07-25 20:00,154.89,176.27,30.84,362,0
24-07-25 6:00,0,0,0,0,0
24-07-25 7:00,1.93,2.2,0,4.13,4.13
24-07-25 8:00,18.47,18.63,0,37.1,32.97
24-07-25 9:00,52.25,50.83,3.71,106.79,69.69
24-07-25 10:00,89,85.61,34.95,209.56,102.77
24-07-25 11:00,104.25,100.18,48.47,252.9,43.34
24-07-25 12:00,117.8,113.64,60.84,292.28,39.38
24-07-25 13:00,162.23,161.08,100.24,423.55,131.27
24-07-25 14:00,166.42,165.28,104.44,436.14,12.59
24-07-25 15:00,172.5,171.36,110.51,454.37,18.23
24-07-25 16:00,187.99,190.49,125.45,503.93,49.56
24-07-25 17:00,217.76,234.35,155.51,607.62,103.69
24-07-25 18:00,224.14,244.45,162.58,631.17,23.55
24-07-25 19:00,228.6,252.27,167.51,648.38,17.21
24-07-25 20:00,228.7,252.47,167.64,648.81,0.43
24-07-25 21:00,228.7,252.47,167.64,648.81,0
24-07-25 22:00,0,0,0,0,0
24-07-25 23:00,0,0,0,0,0
25-07-25 0:00,0,0,0,0,0
25-07-25 1:00,0,0,0,0,0
25-07-25 2:00,0,0,0,0,0
25-07-25 3:00,0,0,0,0,0
25-07-25 4:00,0,0,0,0,0
25-07-25 5:00,0,0,0,0,0
25-07-25 6:00,0.32,0.43,0.33,1.08,1.08
25-07-25 7:00,7.83,7.05,6.6,21.48,20.4
25-07-25 8:00,27.27,23.14,22.52,72.93,51.45
25-07-25 9:00,65.75,56.29,54.78,176.82,103.89
25-07-25 10:00,88.19,76.47,73.98,238.64,61.82
25-07-25 11:00,131.05,118.2,110.7,359.95,121.31
25-07-25 12:00,169.7,156.71,146.29,472.7,112.75
25-07-25 13:00,230.76,221.65,200.72,653.13,180.43
25-07-25 14:00,242.41,233.32,212.33,688.06,34.93
25-07-25 15:00,296.62,298.09,262.34,857.05,168.99
25-07-25 16:00,349.75,365.99,312.49,1028.23,171.18
25-07-25 17:00,369.07,391,331.23,1091.3,63.07
25-07-25 18:00,382.02,413.44,345.47,1140.93,49.63
25-07-25 19:00,394.17,428.96,357.05,1180.18,39.25
25-07-25 20:00,394.88,429.89,357.73,1182.5,2.32
25-07-25 21:00,394.88,429.89,357.73,1182.5,0
25-07-25 22:00,0,0,0,0,0
25-07-25 23:00,0,0,0,0,0
26-07-25 0:00,0,0,0,0,0
26-07-25 1:00,0,0,0,0,0
26-07-25 2:00,0,0,0,0,0
26-07-25 3:00,0,0,0,0,0
26-07-25 4:00,0,0,0,0,0
26-07-25 5:00,0,0,0,0,0
26-07-25 6:00,0.09,0.14,0.1,0.33,0.33
26-07-25 7:00,3.2,3.72,1.25,8.17,7.84
26-07-25 8:00,15.68,16.69,12.19,44.56,36.39
26-07-25 9:00,38.32,39.76,31.94,110.02,65.46
26-07-25 10:00,62.67,64.45,54.14,181.26,71.24
26-07-25 11:00,79.92,82.19,70.48,232.59,51.33
26-07-25 12:00,129.78,134.06,113.98,377.82,145.23
26-07-25 13:00,187.99,196.96,165.81,550.76,172.94
26-07-25 14:00,263.71,281.51,233.49,778.71,227.95
26-07-25 15:00,331.75,362.29,295.86,989.9,211.19
26-07-25 16:00,373.96,415.12,335.78,1124.86,134.96
26-07-25 17:00,382.15,424.47,344.39,1151.01,26.15
26-07-25 18:00,388.36,434.8,351.95,1175.11,24.1
26-07-25 19:00,392.32,443.43,356.9,1192.65,17.54
26-07-25 20:00,392.32,443.46,356.9,1192.68,0.03
26-07-25 21:00,392.32,443.46,356.9,1192.68,0
26-07-25 22:00,0,0,0,0,0
26-07-25 23:00,0,0,0,0,0
27-07-25 0:00,0,0,0,0,0
27-07-25 1:00,0,0,0,0,0
27-07-25 2:00,0,0,0,0,0
27-07-25 3:00,0,0,0,0,0
27-07-25 4:00,0,0,0,0,0
27-07-25 5:00,0,0,0,0,0
27-07-25 6:00,0.1,0.13,0.1,0.33,0.33
27-07-25 7:00,5.07,5.24,4.44,14.75,14.42
27-07-25 8:00,23,21.76,19.7,64.46,49.71
27-07-25 9:00,49.36,44.31,41.9,135.57,71.11
27-07-25 10:00,65.52,60.33,55.85,181.7,46.13
27-07-25 11:00,65.52,60.33,55.85,181.7,0
27-07-25 12:00,65.52,60.33,55.85,181.7,0
27-07-25 13:00,65.52,60.33,55.85,181.7,0
27-07-25 14:00,65.52,60.33,55.85,181.7,0
27-07-25 15:00,65.52,60.33,55.85,181.7,0
27-07-25 16:00,65.52,60.33,55.85,181.7,0
27-07-25 17:00,65.52,60.33,55.85,181.7,0
27-07-25 18:00,67.99,65.38,58.82,192.19,10.49
27-07-25 19:00,72.67,74,64.12,210.79,18.6
27-07-25 20:00,72.79,74.23,64.26,211.28,0.49
27-07-25 21:00,72.79,74.23,64.26,211.28,0
27-07-25 22:00,0,0,0,0,0
27-07-25 23:00,0,0,0,0,0
28-07-25 0:00,0,0,0,0,0
28-07-25 1:00,0,0,0,0,0
28-07-25 2:00,0,0,0,0,0
28-07-25 3:00,0,0,0,0,0
28-07-25 4:00,0,0,0,0,0
28-07-25 5:00,0,0,0,0,0
28-07-25 6:00,0.26,0.38,0.28,0.92,0.92
28-07-25 7:00,4.77,5.41,4.38,14.56,13.64
28-07-25 8:00,16.34,17.54,14.63,48.51,33.95
28-07-25 9:00,46.55,45.11,40.17,131.83,83.32
28-07-25 10:00,108.5,101.34,92.45,302.29,170.46
28-07-25 11:00,166.16,157.72,141.97,465.85,163.56
28-07-25 12:00,174.98,166.51,150.67,492.16,26.31
28-07-25 13:00,188.32,180.2,163.33,531.85,39.69
28-07-25 14:00,225.91,222.16,197.1,645.17,113.32
28-07-25 15:00,272.83,275.92,239.68,788.43,143.26
28-07-25 16:00,280.64,284.78,247.12,812.54,24.11
28-07-25 17:00,289.07,294.71,254.96,838.74,26.2
28-07-25 18:00,298.51,306.95,264.02,869.48,30.74
28-07-25 19:00,298.51,306.95,264.02,869.48,0
28-07-25 20:00,298.51,306.95,264.02,869.48,0
28-07-25 21:00,298.51,306.95,264.02,869.48,0
28-07-25 22:00,0,0,0,0,0
28-07-25 23:00,0,0,0,0,0
29-07-25 0:00,0,0,0,0,0
29-07-25 1:00,0,0,0,0,0
29-07-25 2:00,0,0,0,0,0
29-07-25 3:00,0,0,0,0,0
29-07-25 4:00,0,0,0,0,0
29-07-25 5:00,0,0,0,0,0
29-07-25 6:00,0,0.03,0.01,0.04,0.04
29-07-25 7:00,4.24,4.47,1.36,10.07,10.03
29-07-25 8:00,7.84,8.49,1.79,18.12,8.05
29-07-25 9:00,14.06,15.17,7.29,36.52,18.4
29-07-25 10:00,18.74,20.44,11.51,50.69,14.17
29-07-25 11:00,28.86,31.29,18.76,78.91,28.22
29-07-25 12:00,34.33,37.09,18.76,90.18,11.27
29-07-25 13:00,48.21,52.07,28.04,128.32,38.14
29-07-25 14:00,61.39,66.68,39.82,167.89,39.57
29-07-25 15:00,97.3,105.29,71.51,274.1,106.21
29-07-25 16:00,120.64,130.86,92.22,343.72,69.62
29-07-25 17:00,125.72,136.12,96.96,358.8,15.08
29-07-25 18:00,135.7,147.21,105.89,388.8,30
29-07-25 19:00,138.24,149.85,108.12,396.21,7.41
29-07-25 20:00,138.24,149.85,108.12,396.21,0
29-07-25 21:00,138.24,149.85,108.12,396.21,0
29-07-25 22:00,0,0,0,0,0
29-07-25 23:00,0,0,0,0,0
30-07-25 0:00,0,0,0,0,0
30-07-25 1:00,0,0,0,0,0
30-07-25 2:00,0,0,0,0,0
30-07-25 3:00,0,0,0,0,0
30-07-25 4:00,0,0,0,0,0
30-07-25 5:00,0,0,0,0,0
30-07-25 6:00,0.19,0.29,0,0.48,0.48
30-07-25 7:00,3.42,3.9,0,7.32,6.84
30-07-25 8:00,12.45,13.63,0.61,26.69,19.37
30-07-25 9:00,22.71,24.82,9.8,57.33,30.64
30-07-25 10:00,55.23,58.42,38.31,151.96,94.63
30-07-25 11:00,99.56,104.32,77.07,280.95,128.99
30-07-25 12:00,142.54,149.56,114.9,407,126.05
30-07-25 13:00,170.84,178.81,139.66,489.31,82.31
30-07-25 14:00,185.19,194.48,152.54,532.21,42.9
30-07-25 15:00,229.25,244.83,192.25,666.33,134.12
30-07-25 16:00,267.86,291.43,227.93,787.22,120.89
30-07-25 17:00,287.2,313.59,245.44,846.23,59.01
30-07-25 18:00,290.29,317.33,248.33,855.95,9.72
30-07-25 19:00,290.39,317.6,248.46,856.45,0.5
30-07-25 20:00,290.39,317.6,248.46,856.45,0
30-07-25 21:00,290.39,317.6,248.46,856.45,0
30-07-25 22:00,0,0,0,0,0
30-07-25 23:00,0,0,0,0,0
31-07-25 0:00,0,0,0,0,0
31-07-25 1:00,0,0,0,0,0
31-07-25 2:00,0,0,0,0,0
31-07-25 3:00,0,0,0,0,0
31-07-25 4:00,0,0,0,0,0
