DateTime,Wika Palwal - Metal Shed 1 (New)-Inv 1 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 2 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 3 - Daily Energy (kWh),Total (Cumulative for Day),Hourly Total
24-05-25 10:00,132.07,111.01,103.42,346.5,147.21
24-05-25 11:00,177.97,151.96,139.94,469.87,123.37
24-05-25 12:00,215.34,186.22,170.13,571.69,101.82
24-05-25 13:00,276.97,246.9,220.86,744.73,173.04
24-05-25 14:00,353.22,325.42,284.22,962.86,218.13
24-05-25 15:00,418.26,397.06,339.65,1154.97,192.11
24-05-25 16:00,431.8,412.59,351.57,1195.96,40.99
24-05-25 17:00,433.58,414.37,353.35,1201.3,5.34
24-05-25 18:00,434.41,415.2,354.18,1203.79,2.49
24-05-25 19:00,435.36,416.59,355.1,1207.05,3.26
24-05-25 20:00,435.36,416.63,355.12,1207.11,0.06
24-05-25 21:00,435.36,416.63,355.12,1207.11,0
24-05-25 22:00,0,0,0,0,0
24-05-25 23:00,0,0,0,0,0
25-05-25 0:00,0,0,0,0,0
25-05-25 1:00,0,0,0,0,0
25-05-25 2:00,0,0,0,0,0
25-05-25 3:00,0,0,0,0,0
25-05-25 4:00,0,0,0,0,0
25-05-25 6:00,0,0,0,0,0
25-05-25 7:00,0,0,0,0,0
25-05-25 8:00,0,0,0,0,0
25-05-25 9:00,0,0,0,0,0
25-05-25 10:00,0,0,0,0,0
25-05-25 11:00,0,0,0,0,0
25-05-25 12:00,0,0,0,0,0
25-05-25 13:00,0,0,0,0,0
25-05-25 14:00,0,0,0,0,0
25-05-25 15:00,13.31,13.35,10.88,37.54,37.54
25-05-25 16:00,29.11,31.35,24.49,84.95,47.41
25-05-25 17:00,29.11,31.35,24.49,84.95,0
25-05-25 18:00,29.11,31.35,24.49,84.95,0
25-05-25 19:00,29.11,31.35,24.49,84.95,0
25-05-25 20:00,29.11,31.35,24.49,84.95,0
25-05-25 21:00,29.11,31.35,24.49,84.95,0
25-05-25 22:00,0,0,0,0,0
26-05-25 8:00,0,0,0,0,0
26-05-25 9:00,1.13,0.05,0,1.18,1.18
26-05-25 10:00,9.63,6.24,0,15.87,14.69
26-05-25 11:00,13.47,10.06,1.86,25.39,9.52
26-05-25 12:00,18.84,15.45,7.22,41.51,16.12
26-05-25 13:00,26.46,23.07,14.78,64.31,22.8
26-05-25 14:00,29.68,26.29,18,73.97,9.66
26-05-25 15:00,34.36,30.96,22.67,87.99,14.02
26-05-25 16:00,40.1,36.72,28.42,105.24,17.25
26-05-25 17:00,43.65,40.26,31.96,115.87,10.63
26-05-25 18:00,46.85,43.47,35.16,125.48,9.61
26-05-25 19:00,46.86,43.48,35.17,125.51,0.03
26-05-25 20:00,46.86,43.5,35.17,125.53,0.02
26-05-25 21:00,46.86,43.5,35.17,125.53,0
26-05-25 22:00,0,0,0,0,0
26-05-25 23:00,0,0,0,0,0
27-05-25 0:00,0,0,0,0,0
27-05-25 1:00,0,0,0,0,0
27-05-25 2:00,0,0,0,0,0
27-05-25 3:00,0,0,0,0,0
27-05-25 4:00,0,0,0,0,0
27-05-25 5:00,0,0,0,0,0
27-05-25 6:00,0.93,0.9,0.77,2.6,2.6
27-05-25 7:00,12.12,8.91,9.16,30.19,27.59
27-05-25 8:00,43.54,31.09,32.81,107.44,77.25
27-05-25 9:00,97.43,73.66,74.57,245.66,138.22
27-05-25 10:00,151.99,119.44,117.35,388.78,143.12
27-05-25 11:00,192.68,155.31,149.92,497.91,109.13
27-05-25 12:00,202.29,164.97,159.53,526.79,28.88
27-05-25 13:00,238.33,201.11,190.78,630.22,103.43
27-05-25 14:00,307.78,273.14,248.42,829.34,199.12
27-05-25 15:00,373.63,346.9,304.88,1025.41,196.07
27-05-25 16:00,411.35,392.63,338.4,1142.38,116.97
27-05-25 17:00,431.06,419.18,357.48,1207.72,65.34
27-05-25 18:00,444.5,445.13,372.54,1262.17,54.45
27-05-25 19:00,447.64,451.01,375.97,1274.62,12.45
27-05-25 20:00,447.66,451.09,376.01,1274.76,0.14
27-05-25 21:00,447.66,451.09,376.01,1274.76,0
27-05-25 22:00,0,0,0,0,0
27-05-25 23:00,0,0,0,0,0
28-05-25 0:00,0,0,0,0,0
28-05-25 1:00,0,0,0,0,0
28-05-25 2:00,0,0,0,0,0
28-05-25 3:00,0,0,0,0,0
28-05-25 4:00,0,0,0,0,0
28-05-25 5:00,0,0,0,0,0
28-05-25 6:00,1.05,0.95,0.87,2.87,2.87
28-05-25 7:00,12.26,8.59,9.15,30,27.13
28-05-25 8:00,42.31,30.15,31.96,104.42,74.42
28-05-25 9:00,90.51,69,69.36,228.87,124.45
28-05-25 10:00,153.08,122.72,103.09,378.89,150.02
28-05-25 11:00,203.82,189.02,161.61,554.45,175.56
28-05-25 12:00,283.06,263.73,225.46,772.25,217.8
28-05-25 13:00,362.75,342.24,290.57,995.56,223.31
28-05-25 14:00,418.36,399.88,336.85,1155.09,159.53
28-05-25 15:00,423.5,405.02,341.99,1170.51,15.42
28-05-25 16:00,459.83,449.3,374.25,1283.38,112.87
28-05-25 17:00,485.66,483.8,398.34,1367.8,84.42
28-05-25 18:00,489.29,487.54,401.94,1378.77,10.97
28-05-25 19:00,489.89,488.31,402.52,1380.72,1.95
28-05-25 20:00,489.91,488.37,402.55,1380.83,0.11
28-05-25 21:00,489.91,488.37,402.55,1380.83,0
28-05-25 22:00,0,0,0,0,0
28-05-25 23:00,0,0,0,0,0
29-05-25 0:00,0,0,0,0,0
29-05-25 1:00,0,0,0,0,0
29-05-25 2:00,0,0,0,0,0
29-05-25 3:00,0,0,0,0,0
29-05-25 4:00,0,0,0,0,0
29-05-25 5:00,0,0,0,0,0
29-05-25 6:00,0.63,0.7,0.55,1.88,1.88
29-05-25 7:00,11.06,10.15,8.84,30.05,28.17
29-05-25 8:00,35.03,30.75,27.7,93.48,63.43
29-05-25 9:00,80.43,69.89,63.47,213.79,120.31
29-05-25 10:00,110.99,99.58,88.32,298.89,85.1
29-05-25 11:00,135.7,123.4,108.7,367.8,68.91
29-05-25 12:00,141.52,129.24,114.4,385.16,17.36
29-05-25 13:00,169.3,157.67,137.88,464.85,79.69
29-05-25 14:00,238.05,230.46,195.61,664.12,199.27
29-05-25 15:00,298.02,297.08,246.88,841.98,177.86
29-05-25 16:00,338.62,344.53,282.25,965.4,123.42
29-05-25 17:00,350.56,357.17,292.28,1000.01,34.61
29-05-25 18:00,351.22,357.89,292.85,1001.96,1.95
29-05-25 19:00,351.22,357.89,292.85,1001.96,0
29-05-25 20:00,351.22,357.89,292.85,1001.96,0
30-05-25 6:00,0,0,0,0,0
30-05-25 7:00,0.75,0.79,0.62,2.16,2.16
30-05-25 8:00,0.75,0.79,0.62,2.16,0
30-05-25 9:00,27.84,26.24,22.44,76.52,74.36
30-05-25 10:00,82.14,74.79,65.62,222.55,146.03
30-05-25 11:00,130.54,119.91,105.25,355.7,133.15
30-05-25 12:00,153.36,142.85,124.67,420.88,65.18
30-05-25 13:00,185.9,175.43,151.51,512.84,91.96
30-05-25 14:00,201.33,190.89,164.35,556.57,43.73
30-05-25 15:00,228.58,220.92,187.76,637.26,80.69
30-05-25 16:00,241.31,234.68,199.07,675.06,37.8
30-05-25 17:00,244.77,238.13,202.53,685.43,10.37
30-05-25 18:00,249.36,244.04,207.16,700.56,15.13
30-05-25 19:00,254.39,251.21,211.94,717.54,16.98
30-05-25 20:00,254.43,251.3,211.99,717.72,0.18
30-05-25 21:00,254.43,251.3,211.99,717.72,0
30-05-25 22:00,0,0,0,0,0
30-05-25 23:00,0,0,0,0,0
31-05-25 0:00,0,0,0,0,0
31-05-25 1:00,0,0,0,0,0
31-05-25 2:00,0,0,0,0,0
31-05-25 3:00,0,0,0,0,0
31-05-25 4:00,0,0,0,0,0
31-05-25 5:00,0,0,0,0,0
31-05-25 6:00,0.44,0.53,0.38,1.35,1.35
31-05-25 7:00,9.65,8.08,7.54,25.27,23.92
31-05-25 8:00,36.72,28.56,28.1,93.38,68.11
31-05-25 9:00,83.18,66.23,64.17,213.58,120.2
31-05-25 10:00,144.63,119.08,112.31,376.02,162.44
31-05-25 11:00,214.43,182.05,167.57,564.05,188.03
31-05-25 12:00,288.34,252.44,227.38,768.16,204.11
31-05-25 13:00,302.75,266.48,239.1,808.33,40.17
31-05-25 14:00,334.62,300.18,265.87,900.67,92.34
31-05-25 15:00,377.65,346.99,302.19,1026.83,126.16
31-05-25 16:00,395.81,365.48,317.17,1078.46,51.63
31-05-25 17:00,405.82,375.81,325.6,1107.23,28.77
31-05-25 18:00,407.58,377.67,327.07,1112.32,5.09
31-05-25 19:00,407.66,377.74,327.14,1112.54,0.22
31-05-25 20:00,407.66,377.74,327.14,1112.54,0
31-05-25 21:00,407.66,377.74,327.14,1112.54,0
31-05-25 22:00,0,0,0,0,0
31-05-25 23:00,0,0,0,0,0
01-06-25 0:00,0,0,0,0,0
01-06-25 1:00,0,0,0,0,0
01-06-25 2:00,0,0,0,0,0
01-06-25 3:00,0,0,0,0,0
01-06-25 4:00,0,0,0,0,0
01-06-25 5:00,0,0,0,0,0
01-06-25 6:00,0.47,0.57,0,1.04,1.04
01-06-25 7:00,5.76,5.95,0,11.71,10.67
01-06-25 8:00,21.6,21.31,1.76,44.67,32.96
01-06-25 9:00,63.18,57.77,34.47,155.42,110.75
01-06-25 10:00,119.47,108.24,79.08,306.79,151.37
01-06-25 11:00,155.42,142.6,108.15,406.17,99.38
01-06-25 12:00,167.36,154.73,118,440.09,33.92
01-06-25 13:00,189.79,178.97,136.99,505.75,65.66
01-06-25 14:00,227.23,218.17,168.33,613.73,107.98
01-06-25 15:00,286.78,281.4,218.23,786.41,172.68
01-06-25 16:00,336.37,339.71,261.59,937.67,151.26
01-06-25 17:00,347.96,351.46,271.17,970.59,32.92
01-06-25 18:00,347.96,351.46,271.17,970.59,0
01-06-25 19:00,347.96,351.46,271.17,970.59,0
01-06-25 20:00,347.96,351.46,271.17,970.59,0
01-06-25 23:00,0,0,0,0,0
02-06-25 0:00,0,0,0,0,0
02-06-25 1:00,0,0,0,0,0
02-06-25 2:00,0,0,0,0,0
02-06-25 3:00,0,0,0,0,0
02-06-25 4:00,0,0,0,0,0
02-06-25 5:00,0,0,0,0,0
02-06-25 6:00,0.63,0.72,0.55,1.9,1.9
02-06-25 7:00,10.04,8.96,7.96,26.96,25.06
02-06-25 8:00,36.26,29.8,28.13,94.19,67.23
02-06-25 9:00,84.31,69.73,65.63,219.67,125.48
02-06-25 10:00,150.08,125.91,117.16,393.15,173.48
02-06-25 11:00,227.18,194.58,178.15,599.91,206.76
02-06-25 12:00,307.74,271.31,243.26,822.31,222.4
02-06-25 13:00,379.28,343.45,302.28,1025.01,202.7
02-06-25 14:00,407.2,372.58,325.89,1105.67,80.66
02-06-25 15:00,427.24,394.46,343.36,1165.06,59.39
02-06-25 16:00,446.08,413.76,358.97,1218.81,53.75
02-06-25 17:00,457.24,424.86,368.13,1250.23,31.42
02-06-25 18:00,458.82,426.55,369.49,1254.86,4.63
02-06-25 19:00,459.39,427.34,370.01,1256.74,1.88
02-06-25 20:00,459.39,427.34,370.01,1256.74,0
02-06-25 21:00,459.39,427.34,370.01,1256.74,0
02-06-25 22:00,0,0,0,0,0
02-06-25 23:00,0,0,0,0,0
03-06-25 0:00,0,0,0,0,0
03-06-25 1:00,0,0,0,0,0
03-06-25 2:00,0,0,0,0,0
03-06-25 3:00,0,0,0,0,0
03-06-25 4:00,0,0,0,0,0
03-06-25 5:00,0,0,0,0,0
03-06-25 6:00,0.25,0.32,0.24,0.81,0.81
03-06-25 7:00,5.75,5.93,4.81,16.49,15.68
03-06-25 8:00,28.66,25.71,22.89,77.26,60.77
03-06-25 9:00,77.92,65.02,61.01,203.95,126.69
03-06-25 10:00,128.61,111.01,101.6,341.22,137.27
03-06-25 11:00,178.63,158.42,142.03,479.08,137.86
03-06-25 12:00,235.76,213.85,188.47,638.08,159
03-06-25 13:00,246.46,224.51,197.36,668.33,30.25
03-06-25 14:00,263.34,241.25,211.16,715.75,47.42
03-06-25 15:00,270.44,248.13,216.84,735.41,19.66
03-06-25 16:00,272.85,249.29,217.06,739.2,3.79
03-06-25 17:00,275.01,251.45,217.06,743.52,4.32
03-06-25 18:00,282.27,267.95,224.82,775.04,31.52
03-06-25 19:00,285.07,273.8,228.06,786.93,11.89
03-06-25 20:00,285.1,273.89,228.1,787.09,0.16
03-06-25 21:00,285.1,273.89,228.1,787.09,0
03-06-25 22:00,0,0,0,0,0
03-06-25 23:00,0,0,0,0,0
04-06-25 0:00,0,0,0,0,0
04-06-25 1:00,0,0,0,0,0
04-06-25 2:00,0,0,0,0,0
04-06-25 3:00,0,0,0,0,0
04-06-25 4:00,0,0,0,0,0
04-06-25 5:00,0,0,0,0,0
04-06-25 6:00,0.69,0.74,0.6,2.03,2.03
04-06-25 7:00,3.77,4.11,3.19,11.07,9.04
04-06-25 8:00,18.97,18.89,15.56,53.42,42.35
04-06-25 9:00,35.16,34.3,28.68,98.14,44.72
04-06-25 11:00,84.97,83.47,69.77,238.21,140.07
04-06-25 12:00,150.38,147.76,123.49,421.63,183.42
04-06-25 13:00,188.76,185.99,155.05,529.8,108.17
04-06-25 14:00,215.59,215.35,178.02,608.96,79.16
04-06-25 15:00,276.02,284.87,230.54,791.43,182.47
04-06-25 16:00,330.12,353.16,279.3,962.58,171.15
04-06-25 17:00,353.02,383.8,300.48,1037.3,74.72
04-06-25 18:00,363.22,397.2,309.84,1070.26,32.96
04-06-25 19:00,367.37,402.75,313.66,1083.78,13.52
04-06-25 20:00,367.41,402.88,313.72,1084.01,0.23
04-06-25 21:00,367.41,402.88,313.72,1084.01,0
04-06-25 22:00,0,0,0,0,0
04-06-25 23:00,0,0,0,0,0
05-06-25 0:00,0,0,0,0,0
05-06-25 1:00,0,0,0,0,0
05-06-25 2:00,0,0,0,0,0
05-06-25 3:00,0,0,0,0,0
05-06-25 4:00,0,0,0,0,0
05-06-25 5:00,0,0,0,0,0
05-06-25 6:00,0.56,0.66,0.49,1.71,1.71
05-06-25 7:00,11.33,8.62,8.52,28.47,26.76
05-06-25 8:00,43.08,33.4,32.95,109.43,80.96
05-06-25 9:00,82.9,68.98,64.65,216.53,107.1
05-06-25 10:00,140.16,119.3,109.68,369.14,152.61
05-06-25 11:00,222.33,194.16,175.22,591.71,222.57
05-06-25 12:00,307.62,276.16,244.42,828.2,236.49
05-06-25 13:00,340.89,309.12,271.65,921.66,93.46
05-06-25 14:00,417.57,390.77,336.13,1144.47,222.81
05-06-25 15:00,485.07,467.49,394.24,1346.8,202.33
05-06-25 16:00,533.42,527.66,437.41,1498.49,151.69
05-06-25 17:00,566.55,575.3,469.04,1610.89,112.4
05-06-25 18:00,581.76,600.95,484.86,1667.57,56.68
05-06-25 19:00,585.82,607.33,488.89,1682.04,14.47
05-06-25 20:00,585.88,607.48,488.96,1682.32,0.28
05-06-25 21:00,585.88,607.48,488.96,1682.32,0
05-06-25 22:00,0,0,0,0,0
05-06-25 23:00,0,0,0,0,0
06-06-25 0:00,0,0,0,0,0
06-06-25 1:00,0,0,0,0,0
06-06-25 2:00,0,0,0,0,0
06-06-25 3:00,0,0,0,0,0
06-06-25 4:00,0,0,0,0,0
06-06-25 5:00,0,0,0,0,0
06-06-25 6:00,0.76,0.8,0.67,2.23,2.23
06-06-25 7:00,11.12,8.81,8.55,28.48,26.25
06-06-25 8:00,36.43,27.96,27.9,92.29,63.81
06-06-25 9:00,79.33,64.31,61.56,205.2,112.91
06-06-25 10:00,131.85,111.53,103.37,346.75,141.55
06-06-25 11:00,185.05,161.01,146.1,492.16,145.41
06-06-25 12:00,258.99,231.03,205.95,695.97,203.81
06-06-25 13:00,337.32,309.88,270.64,917.84,221.87
06-06-25 14:00,401.39,377.24,324.33,1102.96,185.12
06-06-25 15:00,406.75,382.61,329.7,1119.06,16.1
06-06-25 16:00,417.4,394.94,339.65,1151.99,32.93
06-06-25 17:00,442.62,430.01,363.49,1236.12,84.13
06-06-25 18:00,459.11,457.35,380.54,1297,60.88
06-06-25 19:00,463.12,463.5,384.5,1311.12,14.12
06-06-25 20:00,463.2,463.64,384.58,1311.42,0.3
06-06-25 21:00,463.2,463.64,384.58,1311.42,0
06-06-25 22:00,0,0,0,0,0
06-06-25 23:00,0,0,0,0,0
07-06-25 0:00,0,0,0,0,0
07-06-25 1:00,0,0,0,0,0
07-06-25 2:00,0,0,0,0,0
07-06-25 3:00,0,0,0,0,0
07-06-25 4:00,0,0,0,0,0
07-06-25 5:00,0,0,0,0,0
07-06-25 6:00,0.86,0.85,0.73,2.44,2.44
07-06-25 7:00,11,8.27,8.33,27.6,25.16
07-06-25 8:00,40.39,29.4,30.67,100.46,72.86
07-06-25 9:00,91.13,69.23,69.66,230.02,129.56
07-06-25 10:00,158.4,125.78,122.1,406.28,176.26
07-06-25 11:00,235.4,194.56,183.15,613.11,206.83
07-06-25 12:00,315.21,270.53,247.97,833.71,220.6
07-06-25 13:00,396.28,352.4,314.93,1063.61,229.9
07-06-25 14:00,450.29,409.15,360.46,1219.9,156.29
07-06-25 15:00,477.12,438.52,383.65,1299.29,79.39
07-06-25 16:00,495.41,460.26,400.54,1356.21,56.92
07-06-25 17:00,518.14,490.6,421.72,1430.46,74.25
07-06-25 18:00,518.9,491.36,422.49,1432.75,2.29
07-06-25 19:00,519.52,492.24,423.09,1434.85,2.1
07-06-25 20:00,519.57,492.37,423.16,1435.1,0.25
07-06-25 21:00,519.57,492.37,423.16,1435.1,0
07-06-25 22:00,0,0,0,0,0
07-06-25 23:00,0,0,0,0,0
08-06-25 0:00,0,0,0,0,0
08-06-25 1:00,0,0,0,0,0
08-06-25 2:00,0,0,0,0,0
08-06-25 3:00,0,0,0,0,0
08-06-25 4:00,0,0,0,0,0
08-06-25 5:00,0,0,0,0,0
08-06-25 6:00,0.79,0.81,0.68,2.28,2.28
08-06-25 7:00,9.65,7.86,7.51,25.02,22.74
08-06-25 8:00,35.84,27.44,27.53,90.81,65.79
08-06-25 9:00,81.23,63.69,62.59,207.51,116.7
08-06-25 10:00,103.28,82.08,79.76,265.12,57.61
08-06-25 11:00,167.88,140.4,130.99,439.27,174.15
08-06-25 12:00,244.83,213.45,193.37,651.65,212.38
08-06-25 13:00,321.08,290.24,256.26,867.58,215.93
08-06-25 14:00,392.54,366.63,316.46,1075.63,208.05
08-06-25 15:00,454.21,437.23,369.83,1261.27,185.64
08-06-25 16:00,459.59,443.86,374.56,1278.01,16.74
08-06-25 17:00,487.51,484.25,401.38,1373.14,95.13
08-06-25 18:00,497.5,501.51,411.95,1410.96,37.82
08-06-25 19:00,497.5,501.51,411.95,1410.96,0
08-06-25 20:00,497.5,501.51,411.95,1410.96,0
08-06-25 21:00,497.5,501.51,411.95,1410.96,0
08-06-25 22:00,0,0,0,0,0
08-06-25 23:00,0,0,0,0,0
09-06-25 0:00,0,0,0,0,0
09-06-25 1:00,0,0,0,0,0
09-06-25 2:00,0,0,0,0,0
09-06-25 3:00,0,0,0,0,0
09-06-25 4:00,0,0,0,0,0
09-06-25 5:00,0,0,0,0,0
09-06-25 6:00,0.88,0.86,0.72,2.46,2.46
09-06-25 7:00,11.04,8.54,8.35,27.93,25.47
09-06-25 8:00,38.89,29.18,29.65,97.72,69.79
09-06-25 9:00,81.88,63.68,63.1,208.66,110.94
09-06-25 10:00,144.09,117.23,112,373.32,164.66
09-06-25 11:00,199.8,167.75,156.57,524.12,150.8
09-06-25 12:00,211.2,178.81,166.64,556.65,32.53
09-06-25 13:00,292,261.37,233.84,787.21,230.56
09-06-25 14:00,365.55,340.75,296.14,1002.44,215.23
09-06-25 15:00,427.87,412.37,350.37,1190.61,188.17
09-06-25 16:00,476.23,473.56,393.94,1343.73,153.12
09-06-25 17:00,506.38,518.39,423.37,1448.14,104.41
09-06-25 18:00,519.85,543.94,438.33,1502.12,53.98
09-06-25 19:00,523.87,551.17,442.61,1517.65,15.53
09-06-25 20:00,523.95,551.34,442.69,1517.98,0.33
09-06-25 21:00,523.95,551.34,442.69,1517.98,0
09-06-25 22:00,0,0,0,0,0
09-06-25 23:00,0,0,0,0,0
10-06-25 0:00,0,0,0,0,0
10-06-25 0:00,0,0,0,0,0
10-06-25 1:00,0,0,0,0,0
10-06-25 2:00,0,0,0,0,0
10-06-25 3:00,0,0,0,0,0
10-06-25 4:00,0,0,0,0,0
10-06-25 5:00,0,0,0,0,0
10-06-25 6:00,0.88,0.85,0.73,2.46,2.46
10-06-25 7:00,11.98,8.71,9,29.69,27.23
10-06-25 8:00,28.04,19.95,21.16,69.15,39.46
10-06-25 9:00,60.75,46.59,46.82,154.16,85.01
10-06-25 10:00,129.57,105.74,101.17,336.48,182.32
10-06-25 11:00,208.15,177.59,164.28,550.02,213.54
10-06-25 12:00,291.55,258.3,232.47,782.32,232.3
10-06-25 13:00,363.1,331.04,291.95,986.09,203.77
10-06-25 14:00,367.42,335.37,296.28,999.07,12.98
10-06-25 15:00,427.72,405,348.9,1181.62,182.55
10-06-25 16:00,478.32,469.26,394.72,1342.3,160.68
10-06-25 17:00,510.1,517.04,425.89,1453.03,110.73
10-06-25 18:00,523.72,543.86,441.38,1508.96,55.93
10-06-25 19:00,527.77,551.44,445.82,1525.03,16.07
10-06-25 20:00,527.88,551.66,445.95,1525.49,0.46
10-06-25 21:00,527.88,551.66,445.95,1525.49,0
10-06-25 22:00,0,0,0,0,0
10-06-25 23:00,0,0,0,0,0
11-06-25 0:00,0,0,0,0,0
11-06-25 1:00,0,0,0,0,0
11-06-25 2:00,0,0,0,0,0
11-06-25 3:00,0,0,0,0,0
11-06-25 4:00,0,0,0,0,0
11-06-25 5:00,0,0,0,0,0
11-06-25 6:00,0.89,0.87,0.74,2.5,2.5
11-06-25 7:00,1.7,1.56,1.38,4.64,2.14
11-06-25 8:00,2.06,1.92,1.74,5.72,1.08
11-06-25 9:00,50.99,41.68,40.07,132.74,127.02
11-06-25 10:00,117.5,99.25,92.69,309.44,176.7
11-06-25 11:00,195.63,170.82,155.36,521.81,212.37
11-06-25 12:00,277.9,250.78,222.78,751.46,229.65
11-06-25 13:00,357.58,332.58,289.32,979.48,228.02
11-06-25 14:00,428.55,408.99,349.37,1186.91,207.43
11-06-25 15:00,435.99,416.42,356.8,1209.21,22.3
11-06-25 16:00,454.2,438.46,373.8,1266.46,57.25
11-06-25 17:00,481.9,478.25,400.34,1360.49,94.03
11-06-25 18:00,494.45,499.03,413.26,1406.74,46.25
11-06-25 19:00,498.27,504.9,417.01,1420.18,13.44
11-06-25 20:00,498.35,505.08,417.09,1420.52,0.34
11-06-25 21:00,498.35,505.08,417.09,1420.52,0
11-06-25 22:00,0,0,0,0,0
11-06-25 23:00,0,0,0,0,0
12-06-25 0:00,0,0,0,0,0
12-06-25 1:00,0,0,0,0,0
12-06-25 2:00,0,0,0,0,0
12-06-25 3:00,0,0,0,0,0
12-06-25 4:00,0,0,0,0,0
12-06-25 5:00,0,0,0,0,0
12-06-25 6:00,0.69,0.72,0.55,1.96,1.96
12-06-25 7:00,8.55,7.35,6.68,22.58,20.62
12-06-25 8:00,29.37,24.17,22.83,76.37,53.79
12-06-25 9:00,70.58,58.3,55.15,184.03,107.66
12-06-25 10:00,128.04,107.46,100.16,335.66,151.63
12-06-25 11:00,197.44,169.72,155.16,522.32,186.66
12-06-25 12:00,270.95,239.23,214.4,724.58,202.26
12-06-25 13:00,274.76,243.1,218.08,735.94,11.36
12-06-25 14:00,341.78,314.35,274.49,930.62,194.68
12-06-25 15:00,398.9,379.29,323.74,1101.93,171.31
12-06-25 16:00,422.8,405.9,345.3,1174,72.07
12-06-25 17:00,443.08,433.06,364.55,1240.69,66.69
12-06-25 18:00,454.67,451.31,376.16,1282.14,41.45
12-06-25 19:00,457.61,455.64,378.98,1292.23,10.09
12-06-25 20:00,457.61,455.65,378.98,1292.24,0.01
12-06-25 21:00,457.61,455.65,378.98,1292.24,0
12-06-25 22:00,0,0,0,0,0
12-06-25 23:00,0,0,0,0,0
13-06-25 0:00,0,0,0,0,0
13-06-25 1:00,0,0,0,0,0
13-06-25 2:00,0,0,0,0,0
13-06-25 3:00,0,0,0,0,0
13-06-25 4:00,0,0,0,0,0
13-06-25 5:00,0,0,0,0,0
13-06-25 6:00,0.58,0.66,0.5,1.74,1.74
13-06-25 7:00,8.3,7.21,6.57,22.08,20.34
13-06-25 8:00,31.12,25.23,24.25,80.6,58.52
13-06-25 9:00,72.28,58.98,56.37,187.63,107.03
13-06-25 10:00,128.94,107.38,99.29,335.61,147.98
13-06-25 11:00,195.83,169.05,153.59,518.47,182.86
13-06-25 12:00,249.77,221.05,197.78,668.6,150.13
13-06-25 13:00,254.29,225.56,201.39,681.24,12.64
13-06-25 14:00,310.47,286.18,249.58,846.23,164.99
13-06-25 15:00,369.47,353.85,301.17,1024.49,178.26
13-06-25 16:00,415,411.07,342.46,1168.53,144.04
13-06-25 17:00,443.28,450.78,369.13,1263.19,94.66
13-06-25 18:00,454.39,467.25,379.95,1301.59,38.4
13-06-25 19:00,457.78,472.32,383.22,1313.32,11.73
13-06-25 20:00,457.8,472.38,383.25,1313.43,0.11
13-06-25 21:00,457.8,472.38,383.25,1313.43,0
13-06-25 22:00,0,0,0,0,0
13-06-25 23:00,0,0,0,0,0
14-06-25 0:00,0,0,0,0,0
14-06-25 1:00,0,0,0,0,0
14-06-25 2:00,0,0,0,0,0
14-06-25 3:00,0,0,0,0,0
14-06-25 4:00,0,0,0,0,0
14-06-25 5:00,0,0,0,0,0
14-06-25 6:00,0.66,0.73,0.57,1.96,1.96
14-06-25 7:00,9.29,8.12,7.35,24.76,22.8
14-06-25 8:00,34.26,27.83,26.65,88.74,63.98
14-06-25 9:00,77.17,63.29,60.24,200.7,111.96
14-06-25 10:00,137.07,114.42,107.1,358.59,157.89
14-06-25 11:00,206.71,176.91,162.38,546,187.41
14-06-25 12:00,283.69,248.95,224.14,756.78,210.78
14-06-25 13:00,359.24,323.66,286.14,969.04,212.26
14-06-25 14:00,429.66,397.08,344.88,1171.62,202.58
14-06-25 15:00,490.27,464.43,396.57,1351.27,179.65
14-06-25 16:00,535.3,519.25,436.46,1491.01,139.74
14-06-25 17:00,538.47,522.42,439.63,1500.52,9.51
14-06-25 18:00,547.1,536.12,448.59,1531.81,31.29
14-06-25 19:00,551.1,542.5,452.64,1546.24,14.43
14-06-25 20:00,551.17,542.65,452.73,1546.55,0.31
14-06-25 21:00,551.17,542.65,452.73,1546.55,0
14-06-25 22:00,0,0,0,0,0
14-06-25 23:00,0,0,0,0,0
15-06-25 0:00,0,0,0,0,0
15-06-25 1:00,0,0,0,0,0
15-06-25 2:00,0,0,0,0,0
15-06-25 3:00,0,0,0,0,0
15-06-25 4:00,0,0,0,0,0
15-06-25 5:00,0,0,0,0,0
15-06-25 6:00,0,0,0,0,0
15-06-25 7:00,0.04,0.05,0.02,0.11,0.11
15-06-25 8:00,5.06,5.43,4.28,14.77,14.66
15-06-25 9:00,5.19,5.56,4.38,15.13,0.36
15-06-25 10:00,52.02,48.32,5.31,105.65,90.52
15-06-25 11:00,126.25,116.38,64.43,307.06,201.41
15-06-25 12:00,196.96,184.81,121.9,503.67,196.61
15-06-25 13:00,267.74,255.61,180.23,703.58,199.91
15-06-25 14:00,321.11,310.43,224.42,855.96,152.38
15-06-25 15:00,358.54,351.22,256.13,965.89,109.93
15-06-25 16:00,381.56,378.77,276.23,1036.56,70.67
15-06-25 17:00,381.56,378.77,276.23,1036.56,0
15-06-25 18:00,381.56,378.77,276.23,1036.56,0
15-06-25 19:00,381.56,378.77,276.23,1036.56,0
15-06-25 20:00,381.56,378.77,276.23,1036.56,0
16-06-25 6:00,0,0,0,0,0
